Params	Time Savings	BD-BR Inc	RDCCOst
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.83	0.322	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.83	0.320	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.84	0.338	0.40
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.84	0.336	0.40
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.85	0.345	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.85	0.349	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.85	0.361	0.42
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.85	0.357	0.42
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.84	0.344	0.41
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.85	0.344	0.41
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.87	0.390	0.45
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.87	0.386	0.45
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.84	0.318	0.38
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.85	0.320	0.38
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.85	0.329	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.85	0.326	0.38
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.8	0.86	0.335	0.39
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.9	0.85	0.325	0.38
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.9	0.86	0.329	0.38
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.8	0.86	0.336	0.39
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.86	0.352	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.86	0.353	0.41
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.7	0.85	0.335	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.7	0.85	0.337	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.86	0.368	0.43
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.86	0.368	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.6	0.87	0.378	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.6	0.87	0.385	0.44
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.5	0.88	0.403	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.5	0.87	0.402	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.88	0.421	0.48
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.88	0.405	0.46
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.85	0.356	0.42
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.86	0.359	0.42
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.86	0.369	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.4	0.86	0.370	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.87	0.383	0.44
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.86	0.366	0.43
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.86	0.366	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.87	0.380	0.44
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.89	0.426	0.48
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.89	0.425	0.48
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.3	0.88	0.407	0.46
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.3	0.88	0.408	0.46
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.88	0.406	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.4	0.89	0.427	0.48
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.90	0.465	0.52
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.90	0.458	0.51
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.2	0.89	0.444	0.50
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.89	0.441	0.49
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.2	0.87	0.381	0.44
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.88	0.390	0.44
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.88	0.394	0.45
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.88	0.401	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.88	0.408	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.90	0.477	0.53
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.90	0.475	0.53
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0.1	0.90	0.463	0.52
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0.1	0.90	0.458	0.51
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.91	0.486	0.54
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.90	0.487	0.54
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.88	0.404	0.46
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.88	0.408	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.89	0.419	0.47
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.89	0.420	0.47
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=32_TestRect=0	0.91	0.503	0.55
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=8_TestRect=0	0.91	0.502	0.55
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.90	1.167	1.30
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0	0.91	0.562	0.62
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.86	0.364	0.43
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.83	0.352	0.42
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.84	0.351	0.42
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.84	1.087	1.30
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.83	1.087	1.31
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.84	1.086	1.29
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.84	0.366	0.44
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.85	0.380	0.45
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.85	1.087	1.28
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.85	1.089	1.28
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.86	0.381	0.45
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.88	0.432	0.49
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.86	0.372	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.8	0.86	1.096	1.27
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.9	0.86	1.093	1.27
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.87	1.100	1.27
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.7	0.86	0.377	0.44
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.87	0.411	0.47
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.6	0.87	1.115	1.28
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.5	0.88	1.130	1.29
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.88	1.135	1.29
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.88	0.446	0.50
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.86	0.396	0.46
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.4	0.86	1.088	1.27
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.86	1.086	1.26
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.87	0.405	0.47
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.89	0.443	0.50
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.3	0.89	1.129	1.28
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.89	1.148	1.29
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.90	0.480	0.53
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.88	0.416	0.47
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.2	0.87	1.090	1.25
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.87	1.090	1.25
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.88	0.424	0.48
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.90	0.498	0.55
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=3_SearchRange=0_TestRect=0.1	0.90	1.157	1.29
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=0_TestRect=0.1	0.90	1.159	1.29
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.1	0.90	0.493	0.55
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.1	0.90	0.476	0.53
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.86	0.336	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.83	0.324	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.9	0.83	0.324	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.8	0.84	0.330	0.39
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.8	0.84	0.328	0.39
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.8	0.84	0.342	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.9	0.84	0.335	0.40
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.9	0.84	0.337	0.40
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.8	0.85	0.344	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.7	0.85	0.349	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.7	0.85	0.346	0.41
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.7	0.84	0.334	0.40
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.7	0.84	0.336	0.40
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.6	0.85	0.356	0.42
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.6	0.85	0.352	0.41
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.6	0.86	0.366	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.6	0.86	0.365	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.86	0.374	0.43
AMP=0_BipredSearchRange=0_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.5	0.86	0.371	0.43
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=32_TestRect=0.5	0.86	0.361	0.42
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=2_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.86	0.364	0.42
AMP=0_BipredSearchRange=2_FME=0_HadamardME=0_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_RDOQ=0_RefFrames=2_SearchRange=8_TestRect=0.5	0.88	0.407	0.46
